"Kod";"Nazwa";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2010..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2011..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2012..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2013..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2014..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2015..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2016..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2017..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2018..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2019..z³."
402053;"Górzno (3)";788639,55;210421,85;231777;278845,97;95423,55;2048588;179705,61;83176,84;317108,19;402041,58
402062;"Bartniczka (2)";0;0;0;0;0;0;0;0;0;0
402073;"Jab³onowo Pomorskie (3)";2384;10071,06;1000;0;166;0;83475,01;4775,78;2046,12;32,9
402082;"Osiek (2)";283602,5;181386,74;821445,39;250761,68;789831,88;110987;0;0;0;0
402092;"Œwiedziebnia (2)";216289;0;290394,51;68218;0;0;0;0;181800;0
402102;"Zbiczno (2)";302039,25;157915;341777,58;421388;299450;854457,86;30000;0;0;0
403012;"Bia³e B³ota (2)";8870;540;500;0;7365216,69;4008645,03;1363048,25;0;0;20000
403022;"D¹browa Che³miñska (2)";738331,28;0;0;0;0;0;0;0;0;30000
403032;"Dobrcz (2)";353611,83;685353,8;691131,51;602125,37;448498;1257017,9;0;216605,78;4153462;1541318,9
403043;"Koronowo (3)";3194864,31;1366673,78;3331446,1;574931,33;703302,91;2677959,8;1324559,48;1363809,94;4112360,21;1444935,7
403052;"Nowa Wieœ Wielka (2)";0;0;0;0;0;0;640193,18;0;0;0
403062;"Osielsko (2)";1801308,34;750885,87;1745435,21;0;15200;390660;1792868,11;3702327,31;208041,37;2429726,06
403072;"Sicienko (2)";0;0;20000;0;0;5000;0;0;0;0
403083;"Solec Kujawski (3)";194737,08;5837516,6;8559767,68;13133017,47;12126458,43;16955610,96;4889150,77;49807,47;419510,97;1289924,82
404011;"Che³mno (1)";194333,61;467950,86;463152,99;120987,64;102041,57;530824,64;0;20000;0;0
404022;"Che³mno (2)";0;0;0;0;0;0;0;0;0;0
404032;"Kijewo Królewskie (2)";0;0;0;36000;17000;220791,13;48417,03;21862,58;15000;7499,32
404042;"Lisewo (2)";0;1104969,04;499000;219000;111000;168000;20934,78;306172,62;464042,85;7570,02
404052;"Papowo Biskupie (2)";689258,74;1030487,37;1271556,2;164192,74;474635,53;1445330,03;71250;46754;153600;485100
404062;"Stolno (2)";0;0;0;0;0;0;0;0;446329,18;11559,97
404072;"Unis³aw (2)";727168;0;0;0;0;0;0;0;0;0
405011;"Golub-Dobrzyñ (1)";56389,4;0;0;0;0;0;0;0;0;149948,28
405022;"Ciechocin (2)";0;0;252602,36;617824,79;524762,98;1814249;15223,5;1234257,32;329151,16;472160,12
405032;"Golub-Dobrzyñ (2)";1894697,99;665932,33;1765185,93;550597,74;1828936,47;4310365,69;121842,15;503182,25;2448843,38;1806786,6
405043;"Kowalewo Pomorskie (3)";0;13436,52;30000;52196,17;29175;40000;464592;55300;33250;0
405052;"Radomin (2)";258615;1463245,5;1059662,85;1197492,38;449159,73;1760144,22;0;381176;1091179,65;1126291,56
405062;"Zbójno (2)";0;0;0;0;0;0;0;251741,94;352169,44;5167,04
406012;"Grudzi¹dz (2)";499884,21;0;0;0;361011,88;0;0;0;98555,32;103453,66
406022;"Gruta (2)";234126,48;0;801617,86;1091610,26;2014154,86;802054,7;16776,14;0;0;0
406033;"£asin (3)";0;0;0;0;0;86589,95;0;134824,02;0;0
406043;"Radzyñ Che³miñski (3)";0;80086,65;144262,66;148238,64;26236,45;6376,72;1315,71;617,95;356,51;105024,49
406052;"RogóŸno (2)";773050,85;274369;287599;281408;422408;31544;353,39;0;0;0
406062;"Œwiecie nad Os¹ (2)";1058379;76124;1360552,32;556410,56;910940,68;411989,71;0;370859,72;471425,4;0
407011;"Inowroc³aw (1)";16223830,13;16535685,94;10702527,17;4645558,85;1338543,89;20184104,1;7860328,7;0;15911167,04;40743522,55
407022;"D¹browa Biskupia (2)";983232,59;0;0;0;4000;0;0;0;0;0
407033;"Gniewkowo (3)";1979302,61;4680354,97;0;120307,09;0;191201,87;588320,35;83899,36;19212,84;0
407042;"Inowroc³aw (2)";430650;240734,97;166232,16;1076602,5;1284848;870626,8;0;0;0;0
407053;"Janikowo (3)";10593655;2322512,07;2386095,68;76500;1341408;811563;672560,26;457183;1546983,9;346387,17
407063;"Kruszwica (3)";0;0;5000;0;0;5000;0;0;0;0
407073;"Pakoœæ (3)";0;0;308375,28;0;610077;1650747,25;0;0;0;0
407082;"Rojewo (2)";250410;339052,98;1216099,82;0;0;0;0;0;0;0
407092;"Z³otniki Kujawskie (2)";0;0;0;0;0;0;0;0;0;0
408011;"Lipno (1)";0;0;0;0;0;0;0;0;0;260149,13
408022;"Bobrowniki (2)";481125;867580,94;16650;13050;48060;149440;74940;113947,41;560001,82;0
408032;"Chrostkowo (2)";74939,87;948593,31;49050;1034664,38;111980;274256,29;0;0;609439,58;0
408043;"Dobrzyñ nad Wis³¹ (3)";38758,14;4916,5;7994,42;13853,52;34904,24;2101,47;199,74;2079,07;0;0
408052;"Kikó³ (2)";214556,59;133000;999535,13;14868,29;676702,33;1301511,67;5408,43;573417,59;782905,97;1272116,21
408062;"Lipno (2)";1241583,05;455300;2838037,97;634446,59;834509,49;1669110,59;18084,93;425716,04;70016,55;63305,92
408073;"Skêpe (3)";1964760,85;1235960,25;0;0;92926,66;12650,4;24930,72;180000;165000;215821,53
408082;"T³uchowo (2)";1058928;64668;73100;87040;89000,19;0;41500;21400;0;50000
408092;"Wielgie (2)";869296;47500;284247,62;174000;245438,15;2667489,19;514950;0;110569,36;0
409012;"D¹browa (2)";0;0;0;0;0;0;0;0;0;0
409022;"Jeziora Wielkie (2)";0;0;0;0;0;0;0;0;0;0
409033;"Mogilno (3)";0;0;0;0;0;0;0;3155;0;0
409043;"Strzelno (3)";60000;0;208010;0;0;76877;529610,17;0;0;0
410013;"Kcynia (3)";26295,92;30000;235000;0;225000;0;0;0;0;0
410023;"Mrocza (3)";49188,13;0;0;0;0;0;0;255368,18;6065,64;0
410033;"Nak³o nad Noteci¹ (3)";0;0;0;0;0;0;0;0;0;483476,79
410042;"Sadki (2)";0;0;0;0;0;0;0;165483,32;0;0
410053;"Szubin (3)";1e+05;0;506017,06;0;0;0;0;0;96547,8;168521,5
411011;"Radziejów (1)";0;0;0;0;0;0;0;0;0;0
411022;"Bytoñ (2)";2e+05;1962477,4;259120,61;0;0;0;0;0;0;0
411032;"Dobre (2)";314120;1448373,9;888091,38;712958,55;0;0;0;0;0;0
411042;"Osiêciny (2)";265661;940161,45;1691791,16;558341,52;118200;4175;16650;34500;124625,8;0
411053;"Piotrków Kujawski (3)";6500;0;0;0;0;0;0;0;0;0
411062;"Radziejów (2)";0;150703;948458,55;129572,6;6000;0;0;196000;0;0
411072;"Topólka (2)";96207,03;732411,31;663604,05;670718;0;0;49000;125481,3;9703,7;0
412011;"Rypin (1)";0;0;0;0;0;1036208,67;0;0;1689106;3e+05
412022;"Brzuze (2)";5000;138230;256364,46;2129227,59;25385,59;613449,43;15000;0;285140;102980,76
412032;"Rogowo (2)";5000;362351,11;1646320,79;250318,33;733427;497480,63;468044,16;247532,24;0;0
412042;"Rypin (2)";57600;13350;736519;0;0;936816,92;30000;285627;0;0
412052;"Skrwilno (2)";100;20000;0;0;0;62110;0;0;0;0
412062;"W¹pielsk (2)";438138,16;1895841,63;116058,37;0;293772,07;106213,38;0;464638;15959,56;20773,02
413013;"Kamieñ Krajeñski (3)";203353,1;748721,28;484189;80896;538340;821430,5;0;0;2733293,26;1042350,97
413023;"Sêpólno Krajeñskie (3)";5871170,89;5887932,02;5832650,5;302871,63;597552,75;7960907,09;229460,93;731650,07;5560286,75;1118962,9
413032;"Soœno (2)";191916;0;182289,72;69999;336252;493718,59;0;0;868833,33;2591163,95
413043;"Wiêcbork (3)";1773118,8;1198625,09;1424393,48;1197891,11;2226328,8;1860878,78;16728;0;0;0
414012;"Bukowiec (2)";288281,56;1126680,8;2218185,02;414682,86;1467707,93;635638;0;61500;144000;0
414022;"Dragacz (2)";1e+05;0;0;0;0;0;0;0;0;140956
414032;"Drzycim (2)";258307,77;1891848,45;727975;0;4e+05;378980,94;251993,15;0;0;0
414042;"Je¿ewo (2)";104488;1100000;0;1198203;0;1229560;0;0;0;0
414052;"Lniano (2)";279574,35;1251848,12;1095729,04;1147338,5;959493,27;1109179,84;0;0;0;0
414063;"Nowe (3)";0;0;0;40000;392941,61;110000;0;22500;0;0
414072;"Osie (2)";0;0;0;0;0;0;0;0;0;0
414082;"Pruszcz (2)";1274015,5;0;0;0;0;0;0;0;0;0
414093;"Œwiecie (3)";0;0;0;0;1060540,66;433743,66;1030838,04;2000;0;0
414102;"Œwiekatowo (2)";25000;757496,56;1040523,21;1896787,37;586943,18;1005562,2;0;362664,86;26227,56;1226967,78
414112;"Warlubie (2)";279092,49;2024996;4058606,11;816105,49;313781,86;1258508,47;28405,18;0;306000;1035000
415011;"Che³m¿a (1)";0;0;0;0;0;0;0;0;471791,34;0
415022;"Che³m¿a (2)";877005,04;528223,66;54081,29;390691,07;485182,2;181289,03;239788,69;298126,32;211339,81;305722,8
415032;"Czernikowo (2)";321199,77;166373,59;213353,62;160575,2;220000;341133,41;171830,24;244867,55;213543,47;70000
415042;"Lubicz (2)";0;0;0;0;0;0;0;0;0;0
415052;"£ubianka (2)";271794;6759285,41;4452588,55;747327;1366666,87;1544420,53;701616,06;281208,37;1857195,54;5243969,47
415062;"£ysomice (2)";0;527576,61;2401185,76;3458846,43;520725;1551036,18;10000;0;395181,28;500
415072;"Obrowo (2)";333305;106440;64100;29100;5450;5550;10500;2700;2300;400
415082;"Wielka Nieszawka (2)";909060;1679560,9;0;157621;372000;0;0;2135307,99;518455,55;242135,46
415092;"Z³awieœ Wielka (2)";98420;606549,65;1330608,55;111552,79;1291897,02;6023880,41;324068,56;280125,71;1818340,28;310583,81
416012;"Cekcyn (2)";1223779,25;2367117,71;4220823,78;1830098,27;1232788,39;1668148,64;67219,31;530346,87;4037214,05;1607252,33
416022;"Gostycyn (2)";689796,23;1417401,58;1314123,77;241160,88;837377;2019861,8;504638,2;161868;741216,28;800710,49
416032;"Kêsowo (2)";394288,75;1094557,36;1722118,06;806261,47;2416520,74;716879,95;30000;196313;70000;30000
416042;"Lubiewo (2)";77650;1193645,15;387502,47;1183733,95;235850;1868701,07;101842,53;388640;2079882;1158685
416052;"Œliwice (2)";11149,7;1833140,99;2445696,34;1212986,63;1201407;2142827,04;410858,7;484010;2178888,86;827914,22
416063;"Tuchola (3)";3937494,8;1835760,54;1604712,73;678674,31;506910,83;199095,84;641267,17;641045,03;1687136,25;5785933,8
417011;"W¹brzeŸno (1)";471822,99;0;0;0;0;0;276019,67;0;7e+05;7e+05
417022;"Dêbowa £¹ka (2)";143598,75;77160;41138,6;17480,93;29383,33;5748,65;-8,17;499,1;59769,52;2617,57
417032;"Ksi¹¿ki (2)";235992,38;86843,68;1721,25;258914,73;122787,56;0;4500;30989,19;37339,13;1019,16
417042;"P³u¿nica (2)";0;57600;0;231011,8;162504,75;9239,7;312516,6;287559,77;131645,42;40468,85
417052;"Ryñsk (2)";230571,42;0;0;0;0;418206,92;0;55966,83;26541,33;813,01
418011;"Kowal (1)";0;0;1009741;0;760438;1123231;0;506276,33;144658;0
418022;"Baruchowo (2)";1050241;133214;1709791,78;1133937,74;2501842,04;2751252;42276,45;1906774,13;217121,69;12198,16
418032;"Boniewo (2)";709902,78;968242,55;388540,99;566083,02;1014152,26;2269679,35;1190013,14;1414,63;412197,8;1028179,94
418043;"Brzeœæ Kujawski (3)";0;0;0;0;0;0;0;143902,18;0;250
418052;"Choceñ (2)";0;0;0;46658,95;135396,87;28646,35;12202,92;185009,4;476268,83;116958,47
418063;"Chodecz (3)";0;0;0;0;0;0;0;0;0;0
418072;"Fabianki (2)";0;549465,17;1417449,87;400379,29;1370057,29;2496699,58;0;636369,9;2045783,11;1495409,5
418083;"Izbica Kujawska (3)";14920;199308,64;2290194,2;0;1298897,47;1772949,63;295956,72;0;301378,33;0
418092;"Kowal (2)";196250;604547;1673820,98;140671,87;94190;58980;3650;68292,54;0;0
418102;"Lubanie (2)";135667;951243,78;1175826,97;127448,31;597225;323329;15811,1;0;2236499,5;308207
418113;"Lubieñ Kujawski (3)";581707;119000;1737660,81;496895,83;160356,58;153258,6;23773,17;449286,65;2752,04;646707,1
418123;"Lubraniec (3)";138849,81;2243664,42;1982860,38;3619977,72;2455319,94;2272976,7;101959,9;424742,98;370351,68;88156,8
418132;"W³oc³awek (2)";698520,91;1789929;1287382,58;280263,34;1728474,28;827084,1;125303,96;567353,96;243495,27;2201867,14
419013;"Barcin (3)";210418,89;0;0;0;14760;50000;0;0;75000;0
419022;"G¹sawa (2)";40000;64998,95;0;0;0;465510;0;0;0;0
419033;"Janowiec Wielkopolski (3)";0;0;2267362,5;954250,3;1156968,77;1557705,43;0;514255,31;1716922,52;1278004,74
419043;"£abiszyn (3)";159186;246640,31;0;0;0;0;46875,82;0;0;0
419052;"Rogowo (2)";0;628599,21;165347;499515;315741,91;559314,29;29536,85;315787;386358,35;1320000
419063;"¯nin (3)";752000;0;2e+05;0;0;23276;0;0;0;0
461011;"Bydgoszcz (1)";33248083,55;91187296,34;46496319,73;33320316,79;17017445,88;588507,1;1223966,96;0;3229402;4380000
462011;"Grudzi¹dz (1)";4030000;1000;0;0;505000;815521,18;0;0;0;0
463011;"Toruñ (1)";38912117,45;0;1614110;0;13210277,02;3377550,44;0;0;0;0
464011;"W³oc³awek (1)";39423932,53;15613408,45;61381363,43;67148925,76;43423983,19;22084625,54;5096588,9;463738,4;7712517,84;10912566,61
601011;"Miêdzyrzec Podlaski (1)";469837,05;0;0;0;0;0;0;1174001,48;352556,22;0
601021;"Terespol (1)";382799;225993;9341,89;0;15000;1094082;27002,29;19000;421364,74;514261,21
601032;"Bia³a Podlaska (2)";2e+05;117500;0;0;75000;37500;30487,8;70975,61;1609401,08;0
601042;"Drelów (2)";391800;200913,62;505850;101800;72318;243643;4500;84436,48;989548,1;268820,85
601052;"Janów Podlaski (2)";6838,4;500;0;48000;488232,7;628804,26;46889,16;0;0;27660,7
601062;"Kodeñ (2)";2500;1600;1800;0;0;362034,5;77255;451622,02;70880,35;2400
601072;"Konstantynów (2)";0;326222,26;120726,96;281850;648137,35;151046,21;260095,75;94286,76;381385,37;0
601082;"Leœna Podlaska (2)";0;39000;310500;261000;0;185092,59;8425,82;695101,62;60079,75;0
601092;"£omazy (2)";55700,96;41147,12;207919,54;169803,03;339893,64;12111,21;82235,7;42764,17;822067,44;241124,13
601102;"Miêdzyrzec Podlaski (2)";373050;185700;24300;1300;0;32614,96;127885;1118100;3704;139629,25
601112;"Piszczac (2)";401584,14;155262;62995,92;15740;46766,2;0;154550;0;1191688,58;66467,57
601122;"Rokitno (2)";16108,98;408002,89;39440,12;43880;341440;129030;80345,92;0;340318,92;0
601132;"Rossosz (2)";12300;326000;0;101500;265250;255920;402;200;506861,11;23611,11
601142;"S³awatycze (2)";0;0;0;36189,16;1000;875,44;236,65;261,75;0;343332
601152;"Sosnówka (2)";167220,88;265216,82;73567,86;376901,29;104183,37;6944,44;3500;370648;49491;0
601162;"Terespol (2)";0;0;0;16260;0;18500;135407;0;0;0
601172;"Tuczna (2)";300;0;412037,57;22516,65;6489,03;0;3438,85;2749,18;465315,21;27432,35
601182;"Wisznice (2)";6560468,6;1355002,25;440758,76;56135,6;164630,22;204692,34;7400;50509,23;30389,53;103250,34
601192;"Zalesie (2)";339119,25;137724,24;116629,04;83448,3;76516,42;59114,01;96276,87;450949,61;14686,48;89488,08
602011;"Bi³goraj (1)";9519973,99;8000;242073;20000;1111927,46;843521,36;0;62756,7;799321,3;149788,31
602022;"Aleksandrów (2)";0;202332;0;0;0;0;0;650339,22;379548,27;0
602032;"Bi³goraj (2)";230400;2148079,96;948178,47;473687,52;1006404,04;549447,84;86848,46;52967,52;725580,1;1075633,97
602042;"Biszcza (2)";515063,98;966360,05;17200;1044350;130936,86;118677;40795,81;300;1367968,9;45365,94
602053;"Frampol (3)";7140494,15;5063979,34;0;34332;876256,17;0;26382;72358,53;1086263,84;13930
602062;"Goraj (2)";76962,16;337724;10356;1200;0;581679,52;0;0;601529,66;554231,6
602073;"Józefów (3)";0;0;0;4700;0;0;14000;0;752963,01;30555,57
602082;"Ksiê¿pol (2)";1462867,2;1989805,72;1562552,68;875840;919591;0;166868,88;970000;265872,66;0
602092;"£ukowa (2)";1715301,9;78035;0;0;0;0;0;0;1193355,02;250072,15
602102;"Obsza (2)";90659,41;132060,64;16750;20450;70300;1019351,94;17500;11150;9900;455847,76
602112;"Potok Górny (2)";30000;1267200;0;0;0;0;3462,65;29418;743937,33;130840,01
602123;"Tarnogród (3)";2172826,52;346997;40000;217966,91;321614,83;19092;0;679014,62;50181,31;0
602132;"Tereszpol (2)";625;0;0;4200;0;0;0;149367,28;777976,33;109939
602142;"Turobin (2)";472700;0;0;0;0;75262,6;147000;366829;272168,43;1000
603011;"Rejowiec Fabryczny (1)";0;0;0;0;0;99615,67;0;0;120740,69;221895,59
603022;"Bia³opole (2)";50000;30000;0;0;0;0;10000;0;0;376603,91
603032;"Che³m (2)";163523,26;371290,28;8338,94;5000;1263000;104767,95;-82583,56;1019783,2;2286224,43;53778,25
603042;"Dorohusk (2)";122763,85;69196,96;98455,68;175425;49280;41221;10615;55701,54;37308,73;1026690,69
603052;"Dubienka (2)";1250;0;0;0;0;0;0;0;0;0
603062;"Kamieñ (2)";2300;4600;84064;1260;940;600;0;0;0;607251,21
603072;"Leœniowice (2)";285938,99;108112,5;155969;225676;0;9788,62;15000;20325,2;681761,06;2740,18
603082;"Rejowiec Fabryczny (2)";189460,9;81078,09;44802;1820;700;20691,84;30373,24;328,16;0;967459,43
603092;"Ruda-Huta (2)";937340;24800;0;0;0;0;0;164646,04;681068,82;26321,16
603102;"Sawin (2)";720000;31889,67;185500;50200;0;0;0;0;25900;0
603112;"Siedliszcze (2)";54510,14;363196,03;65347,41;5096,82;0;141471,99;;;;
603113;"Siedliszcze (3)";;;;;;;2167,77;213563,13;9259,27;232294,05
603122;"Wierzbica (2)";764703,63;201170;20249;0;0;10192;120600;285600;734747,1;103703,6
603132;"Wojs³awice (2)";45500;0;108953;2241;0;0;0;0;310710,08;437204,49
603142;"¯mudŸ (2)";3288,32;203,25;161558,6;8900;250;100;0;0;0;0
603152;"Rejowiec (2)";8000;0;44770;0;0;10000;0;;;
603153;"Rejowiec (3)";;;;;;;;0;0;950237,12
604011;"Hrubieszów (1)";2147184,95;4889967,84;111320,4;0;639162;0;31119;0;897610,28;6718,6
604022;"Do³hobyczów (2)";8000;2e+05;0;0;0;1582547,98;0;437,93;277110,02;0
604032;"Horod³o (2)";96870;12600;152400;71840;200;0;0;4550;1500;1e+05
604042;"Hrubieszów (2)";337767,09;1219828,84;238050;1692086;2035422;928194;1358384,18;0;162202,23;106260,36
604052;"Mircze (2)";815931,25;150809;799818,91;852901;386076;340045,45;402794,1;6188,16;410974,16;100
604062;"Trzeszczany (2)";202664;0;190993;0;0;0;33948,44;0;245819,12;27907,06
604072;"Uchanie (2)";651121;267613,47;0;0;0;0;0;1200;64050;103154,16
604082;"Werbkowice (2)";267480;81265,2;97114,9;167369,23;15006,48;1014,11;386131,76;138827,16;73414,56;323144,72
605012;"Batorz (2)";397157;0;0;0;361986,6;197145;0;320380;279235,1;73291,52
605022;"Chrzanów (2)";395639;0;0;0;0;450335;40000;0;0;0
605032;"Dzwola (2)";590248;384319;0;0;533057,98;900;0;497792,58;911502,54;0
605042;"Godziszów (2)";0;0;0;0;0;0;4125;623865,74;337112,1;90406,49
605053;"Janów Lubelski (3)";0;0;676861,8;264927,91;1457786,77;258903,31;79168,12;1358611,25;400;51574,06
605062;"Modliborzyce (2)";1017086,38;259725;139785,63;160858;;;;;;
605063;"Modliborzyce (3)";;;;;75809;96877;390086;6628,9;1487284,27;261502,9
605072;"Potok Wielki (2)";0;0;0;0;45000;619461,62;145250;0;1113595,94;941125,78
606011;"Krasnystaw (1)";0;0;398546,31;178500;16000;86346,83;0;50000;125765,02;775507,59
606022;"Fajs³awice (2)";40000;150000;40000;30000;0;0;0;672077,55;151480,13;73527,86
606032;"Gorzków (2)";22135,45;94767,64;72234,24;345292,11;181632,93;24953,36;36599,18;289107,06;298154,28;1004,11
606042;"Izbica (2)";2330279,86;5855277,32;155929,47;332960,64;202747,08;104610,22;1264,17;834,78;1065942,44;15861,22
606052;"Krasnystaw (2)";107655,79;389442,16;57405,06;58235,6;67776,45;3513,01;22595;50397,26;256743,6;685216,55
606062;"Kraœniczyn (2)";227298,88;57415;112491,32;188471,25;204811,76;1126;750;0;195270;174081,92
606072;"£opiennik Górny (2)";0;31771,34;29470,48;78383,04;20463,04;64878,8;4746,31;37520,65;56277,49;760411,82
606092;"Rudnik (2)";34640,08;23700;171379,56;208637,58;128474,37;23556;18369;7601,6;4369,1;0
606102;"Siennica Ró¿ana (2)";292624,44;57454,83;134900;48350;414018,05;305996,11;144753,52;295573,17;56552,85;445266,06
606112;"¯ó³kiewka (2)";120744,11;11995;28671,88;21978;12290,67;4801,55;4380;41728,28;1202006,47;112174,32
607011;"Kraœnik (1)";1356837,36;0;10000;744000;1855857,79;1108874,3;813324,53;917573,09;473146,05;978753,32
607023;"Annopol (3)";430664,5;0;890015,95;639978;565751;2983081,31;1114,85;8392,11;10777,73;50000
607032;"Dzierzkowice (2)";696093,1;26328,8;79296,27;0;0;0;226450;738916,26;130977,07;0
607042;"Goœcieradów (2)";1843806,98;1715,72;0;0;0;0;0;508335,56;503907,14;0
607052;"Kraœnik (2)";690324;5803212,03;117003;9120;816950;5104;150;336133,32;183398,38;52810
607062;"Szastarka (2)";214185;737875,19;0;0;713148;98299,28;64223;364428,18;37071,58;0
607072;"Trzydnik Du¿y (2)";0;0;0;174169;0;0;0;0;0;940857,69
607082;"Urzêdów (2)";1343930,44;1106222,28;29300;5000;84174,9;947405,35;;;;
607083;"Urzêdów (3)";;;;;;;336244,85;0;722181,04;415182,52
607092;"Wilko³az (2)";1519551,25;138827;124210;70300;59400;51837,91;0;900;1006343,77;578021,16
607102;"Zakrzówek (2)";4350;339619;11357,92;295629,93;600377,07;394849,16;79286,79;5246,36;402429,26;532026,72
608011;"Lubartów (1)";0;191014,7;6000;3628835,88;191146,91;10279256,07;0;877008,55;1062383,46;557653,91
608022;"Abramów (2)";2e+05;0;99752;1055295;217500;0;0;3865,04;730421,53;-61302,71
608032;"Firlej (2)";356108;11284;0;0;0;0;0;945962,69;138331,17;0
608042;"Jeziorzany (2)";1256635,48;0;3601;73250;5000;325000;0;2e+05;2183;0
608052;"Kamionka (2)";0;0;0;0;0;62140,64;15986,28;0;840568,14;851300,02
608063;"Kock (3)";1587292,74;70418;16324;1000;6500;1500;151883,59;151883,59;151883,59;151883,59
608072;"Lubartów (2)";2025942,86;3899414,13;579936,92;121936,77;300734,85;1227883,54;28608,14;12522,66;1791976,19;70611,11
608082;"Michów (2)";441237,17;0;2327615;205000;582043,7;209315,66;70000;691094,04;2100;0
608092;"NiedŸwiada (2)";5000;0;0;0;0;583115,77;0;0;734048,57;5567,07
608103;"Ostrów Lubelski (3)";1494853;12500;0;2000;445047,06;215349,75;44526,89;1493,25;18703,18;649330,81
608112;"Ostrówek (2)";694683,16;377754,26;0;0;0;483484,28;31249,16;0;432354,58;16640
608122;"Serniki (2)";0;0;0;0;0;0;412076,07;672148,06;4759,26;0
608132;"Uœcimów (2)";181750;16650;81774,61;193776,59;145518,27;97073;18842,24;356952,86;96325,17;422312,97
609013;"Be³¿yce (3)";655355,94;1183787,78;46208,34;1413,82;35374,9;37949,35;13524,71;0;0;0
609022;"Borzechów (2)";0;0;45024,38;0;0;0;0;109000;0;0
609033;"Bychawa (3)";1101,65;2074,36;0;195159,09;249210,21;0;126311,56;547471,72;1797958,41;231986,65
609042;"Garbów (2)";0;0;0;0;161993,31;950792,89;63450,68;0;1587407,84;627628,63
609052;"G³usk (2)";1150043,38;165852,35;81414,1;312787,77;305457,21;230866,06;190650,76;1152511,35;331867,27;630029,24
609062;"Jab³onna (2)";37736;15589;214633,27;0;592251,28;11528,22;50;945578,15;635949,78;44,71
609072;"Jastków (2)";0;0;0;0;0;0;0;632797,6;792476,08;249293,31
609082;"Konopnica (2)";273639,34;2635,66;1687;212162,33;245925;281661,36;253594,77;0;654381,33;110304,59
609092;"Krzczonów (2)";458348,22;63364,22;106050,82;12206,32;4700,44;0;24868,39;979127,81;333699,18;53314,22
609102;"Niedrzwica Du¿a (2)";885687,28;417158,75;5368061,48;655613,63;0;880944;0;0;1960500;0
609112;"Niemce (2)";0;0;2730;70430;1350386,19;-3251;160025,5;-3451,2;2595534,17;2065434,89
609122;"Strzy¿ewice (2)";0;0;40000;0;0;0;21138,1;17529;942764,14;0
609132;"Wojciechów (2)";292691,34;0;0;0;0;0;59500;24222,57;417908,73;433037,04
609142;"Wólka (2)";53144,2;27760;31730,16;0;0;0;33708;1065037,03;19308,61;558281,74
609152;"Wysokie (2)";598377,36;26860;53200;0;138606,77;1200;49138,7;0;692559,97;94214
609162;"Zakrzew (2)";137916,09;186854,55;3289,47;115500;148917,45;0;0;256800,26;174953,8;176394,29
610012;"Cyców (2)";356450,79;80081,31;59417,01;5328,06;43450;10706,5;0;102113,07;0;0
610022;"Ludwin (2)";62033,86;331219,78;29562,21;12134,52;89976,48;162546,36;98359,6;-93650;-1260;600
610033;"£êczna (3)";0;60000;0;0;0;20000;9655,5;0;0;0
610042;"Milejów (2)";0;230231,19;0;0;0;27998,49;80000;433279,12;665802,01;0
610052;"Puchaczów (2)";0;299129,44;0;0;0;656853,73;108000;280241,49;887239,52;149400
610062;"Spiczyn (2)";27350;35473,5;86439,5;146862;18187,31;23350;58481,01;0;0;0
611011;"£uków (1)";43322,06;6774,46;59,95;0;0;0;9959;0;272000;0
611021;"Stoczek £ukowski (1)";0;0;0;9300;81390,24;16845,53;22000;0;0;9545
611032;"Adamów (2)";85800;238293;2050;100;38565;12250;79774;1680;0;0
